,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,explicit,artists,like
1781,0.916,0.758,7,-3.538,1,0.439,0.559,4.41e-05,0.0841,0.623,133.944,149747,4,46,True,['Booba'],0
1782,0.624,0.544,9,-5.193,1,0.34,0.292,7.41e-05,0.282,0.363,93.585,178040,4,56,True,['Kanye West'],0
1783,0.835,0.528,11,-8.188,0,0.24,0.228,0.0,0.0836,0.21,155.114,173613,4,42,True,['Lefa'],0
1784,0.758,0.858,8,-3.357,0,0.188,0.443,1.44e-06,0.0686,0.713,120.994,99813,4,50,True,['Booba'],0
1785,0.695,0.482,8,-10.327,1,0.0559,0.292,0.677,0.101,0.579,84.976,159529,4,37,False,"['swim good now', 'Merival']",0
1786,0.659,0.479,0,-9.893,0,0.0728,0.0283,0.00313,0.0751,0.436,168.065,180550,4,21,False,"['Alex Nevsky', 'Sophia Bel']",0
1787,0.666,0.616,11,-8.532,0,0.175,0.0578,0.00354,0.414,0.641,153.041,166519,4,15,False,"['Alex Nevsky', 'Benny Adam']",0
1788,0.848,0.544,0,-7.209,1,0.139,0.0173,0.0,0.0935,0.607,98.029,192363,4,23,False,"['Alex Nevsky', 'Alaclair Ensemble']",0
1789,0.789,0.798,7,-7.391,0,0.0513,0.195,0.0,0.13,0.893,92.015,157498,4,15,False,['Alex Nevsky'],0
1790,0.645,0.772,6,-8.03,1,0.0339,0.0303,0.0615,0.183,0.887,99.023,156481,4,15,False,['Alex Nevsky'],0
1791,0.404,0.706,9,-9.812,0,0.0497,0.274,0.00497,0.109,0.676,146.441,225721,4,40,False,['Lisa LeBlanc'],0
1792,0.664,0.929,1,-5.721,1,0.0466,0.011,0.0,0.158,0.893,99.996,199177,4,48,False,['Les Trois Accords'],0
1793,0.445,0.732,5,-6.593,1,0.0281,0.137,0.000288,0.414,0.512,92.815,210133,4,14,False,['Alex Nevsky'],0
1794,0.389,0.548,2,-9.186,1,0.0407,0.35,0.0789,0.108,0.531,99.986,176819,4,15,False,['Alex Nevsky'],0
1795,0.456,0.153,9,-16.021,1,0.0296,0.887,1.08e-05,0.118,0.314,92.342,259733,4,42,False,['Les sœurs Boulay'],0
1796,0.878,0.421,7,-6.212,0,0.0532,0.103,0.0,0.341,0.807,103.991,183160,4,39,False,['Ariane Moffatt'],0
1797,0.723,0.498,7,-9.399,1,0.0532,0.0667,0.747,0.0752,0.258,96.011,270600,4,39,False,['Martin Léon'],0
1798,0.706,0.305,7,-12.827,1,0.0332,0.862,0.00256,0.112,0.486,130.028,179951,4,37,False,['Pierre Lapointe'],0
1799,0.68,0.63,7,-7.626,1,0.0301,0.00592,5.34e-05,0.114,0.497,121.068,214747,4,12,False,['Alex Nevsky'],0
1800,0.545,0.125,0,-16.706,1,0.0288,0.803,0.0559,0.111,0.226,83.808,267600,4,40,False,['Fred Pellerin'],0
1801,0.742,0.526,7,-9.213,0,0.0432,0.0702,1.81e-05,0.124,0.391,118.994,204040,4,37,False,"['Ichon', 'Myth Syzer']",0
1802,0.521,0.282,10,-14.265,1,0.0996,0.883,4.09e-05,0.128,0.224,136.109,205242,1,40,True,['Oxmo Puccino'],0
1803,0.731,0.547,7,-5.314,0,0.204,0.522,0.00172,0.0829,0.499,75.033,223987,4,42,False,"['Myth Syzer', 'Ichon']",0
1804,0.752,0.573,10,-6.913,0,0.237,0.381,6.84e-06,0.115,0.525,105.911,193018,4,47,True,"['PLK', 'Krisy']",0
1805,0.908,0.422,11,-10.232,0,0.156,0.619,0.000703,0.087,0.615,111.026,220838,4,54,False,['Nemir'],0
1806,0.658,0.617,3,-8.309,0,0.065,0.668,0.0,0.571,0.311,129.983,301280,4,18,False,"[""L'Or du Commun""]",0
1807,0.746,0.437,9,-9.582,0,0.158,0.197,1.5e-06,0.117,0.362,140.0,182205,4,52,True,"['Ikaz Boi', 'Hamza']",0
1808,0.601,0.778,10,-8.173,0,0.172,0.0647,8.22e-05,0.272,0.561,110.736,293400,5,57,True,['Dinos'],0
1809,0.804,0.679,5,-6.417,0,0.156,0.387,0.0,0.203,0.577,134.026,206253,4,51,True,['Hamza'],0
1810,0.738,0.6,0,-7.749,0,0.175,0.68,0.000132,0.0964,0.964,171.982,152175,4,48,False,['Nemir'],0
1811,0.743,0.545,11,-8.606,0,0.333,0.272,0.262,0.0828,0.122,133.995,226674,5,47,True,['Lala &ce'],0
1812,0.758,0.458,5,-8.343,0,0.0759,0.762,5.69e-06,0.0961,0.202,119.145,255126,4,41,True,['Gros Mo'],0
1813,0.689,0.457,0,-8.163,0,0.0434,0.0878,0.000687,0.083,0.182,117.928,239173,4,49,True,"['Jazzy Bazz', 'Lonely Band']",0
1814,0.909,0.757,6,-5.09,1,0.228,0.316,7.96e-06,0.0944,0.913,139.966,195429,4,35,False,['Arma Jackson'],0
1815,0.803,0.687,0,-6.083,1,0.047,0.0599,0.000256,0.301,0.714,108.059,253399,4,25,True,"['Varnish La Piscine', 'Pink Siifu']",0
1816,0.644,0.312,7,-13.999,1,0.0521,0.754,5.77e-06,0.108,0.188,88.382,334447,4,41,False,['Luidji'],0
1817,0.601,0.626,7,-7.615,1,0.252,0.657,0.0,0.106,0.189,139.737,237600,4,37,True,"['Myth Syzer', 'Ateyaba', 'Lino']",0
1818,0.766,0.613,5,-6.746,0,0.172,0.547,2.84e-06,0.0878,0.366,109.944,177360,4,31,False,"['Lord Esperanza', 'Majeur Mineur']",0
1819,0.55,0.294,4,-20.176,0,0.0651,0.592,0.0,0.298,0.263,112.318,238064,4,53,False,['Laylow'],0
1820,0.664,0.714,9,-10.033,0,0.129,0.085,0.0,0.114,0.703,108.238,130907,4,17,False,['Jean Leloup'],0
1821,0.684,0.872,11,-10.156,0,0.0765,0.124,0.000974,0.357,0.635,120.025,287120,4,0,False,['Akiyo'],0
1822,0.897,0.85,11,-6.036,0,0.314,0.498,2.29e-06,0.0709,0.911,146.005,192147,4,0,True,['Jul'],0
1823,0.936,0.698,9,-6.545,0,0.0498,0.207,0.0,0.098,0.897,131.993,279467,4,55,True,['Jul'],0
1824,0.836,0.787,4,-5.795,0,0.308,0.161,0.0,0.32,0.817,144.147,183573,4,42,True,['Jul'],0
1825,0.939,0.812,2,-6.053,0,0.0751,0.456,0.00028,0.0718,0.891,119.993,171000,4,0,True,['Jul'],0
1826,0.718,0.364,7,-12.119,1,0.0623,0.292,1.74e-06,0.222,0.621,134.49,177693,4,20,False,['Gong'],0
1827,0.625,0.693,8,-11.52,0,0.0348,0.464,0.0829,0.198,0.941,95.367,500867,4,39,False,['Weather Report'],0
1828,0.522,0.444,7,-10.245,0,0.111,0.298,2.34e-06,0.132,0.21,148.143,236757,4,54,True,['Khary'],0
1829,0.778,0.691,9,-6.098,1,0.351,0.648,1.94e-05,0.124,0.41,123.905,186110,4,2,True,['Childish Major'],0
1830,0.927,0.64,1,-5.293,1,0.331,0.588,0.0,0.0986,0.476,129.965,177373,4,50,True,['Booba'],0
1831,0.738,0.785,1,-2.982,1,0.271,0.309,0.0,0.0778,0.895,129.747,163827,4,50,True,"['Booba', 'Niska', 'Sidiki Diabaté']",0
1832,0.804,0.673,9,-12.855,1,0.0566,0.00774,0.655,0.0954,0.349,124.99,437415,4,7,False,"['Peppe Citarella', 'Cristians Afrotronic', 'Wolf Story']",0
1833,0.742,0.898,0,-9.34,1,0.0363,0.000741,0.418,0.252,0.597,130.025,504059,4,50,False,['Floorplan'],0
1834,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4,72,False,['Billie Eilish'],0
1835,0.748,0.774,7,-5.937,1,0.224,0.312,0.0136,0.103,0.703,97.886,205000,4,32,False,['Les Vilars'],0
1836,0.56,0.537,0,-7.099,1,0.383,0.281,0.0,0.144,0.639,79.094,187781,4,56,True,['Ghetto Sage'],0
1837,0.773,0.464,8,-8.556,0,0.0699,0.471,0.0917,0.101,0.202,131.982,277712,4,10,False,['Tora'],0
1838,0.846,0.389,9,-10.225,0,0.0695,0.834,0.291,0.103,0.392,123.975,235414,4,10,False,['Tora'],0
1839,0.555,0.36,11,-10.179,0,0.0426,0.614,0.124,0.101,0.131,77.008,277507,4,11,False,['Tora'],0
1840,0.642,0.359,5,-11.002,0,0.12,0.805,0.000995,0.118,0.428,121.374,222131,4,49,False,"['Tora', 'Keelan Mak']",0
1841,0.758,0.49,6,-7.98,0,0.032,0.357,0.000699,0.0795,0.428,119.969,291580,4,62,False,['Elder Island'],0
1842,0.545,0.873,10,-5.193,0,0.0825,0.0263,9.1e-05,0.145,0.748,150.841,208973,4,61,False,['The Kooks'],0
1843,0.244,0.854,5,-6.138,1,0.134,0.0117,0.0,0.129,0.239,168.408,206933,4,44,False,['The Kooks'],0
1844,0.481,0.765,7,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960,4,64,False,['Catfish and the Bottlemen'],0
1845,0.637,0.973,9,-3.386,1,0.112,0.000413,2.23e-05,0.104,0.8,150.223,160640,4,54,True,['Arctic Monkeys'],0
1846,0.328,0.726,3,-3.935,1,0.0312,0.0286,0.000643,0.167,0.21,134.639,277387,4,63,False,['Stereophonics'],0
1847,0.36,0.666,4,-3.935,0,0.0324,0.0155,0.0,0.106,0.347,172.992,220086,3,43,False,['The Kooks'],0
1848,0.439,0.442,8,-8.873,1,0.0288,0.335,0.00889,0.107,0.189,119.81,247014,4,59,False,['Jake Bugg'],0
1849,0.331,0.961,11,-4.627,1,0.0663,0.000146,0.0,0.322,0.882,168.355,161720,4,57,False,['The Kooks'],0
1850,0.649,0.76,8,-7.275,1,0.0298,0.577,0.332,0.107,0.654,106.002,301347,4,56,False,['Bombay Bicycle Club'],0
1851,0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880,4,69,True,['MGMT'],0
1852,0.339,0.932,4,-5.017,1,0.057,0.00105,0.114,0.255,0.586,128.291,225987,4,49,False,['Arctic Monkeys'],0
1853,0.597,0.932,4,-2.463,0,0.0411,0.157,0.0,0.34,0.679,111.01,225002,4,48,False,['The Kooks'],0
1854,0.557,0.836,9,-5.479,1,0.0735,0.00778,0.0,0.0624,0.915,150.028,177656,4,58,False,['Blossoms'],0
1855,0.6,0.821,1,-7.956,0,0.0266,5.12e-05,0.77,0.519,0.287,117.013,218493,4,26,False,['Bombay Bicycle Club'],0
1856,0.304,0.772,1,-4.986,1,0.0912,0.000511,0.0,0.429,0.804,85.497,224161,4,30,False,"['Guilty Simpson', 'Apollo Brown', 'Planet Asia']",0
1857,0.158,0.202,9,-19.105,0,0.0446,0.206,0.793,0.132,0.257,73.846,37667,4,47,False,['Muse'],0
1858,0.691,0.843,2,-3.679,1,0.135,0.364,0.0,0.0729,0.812,90.0,240000,4,30,False,['Bernard Adamus'],0
1859,0.315,0.893,9,-5.685,0,0.0374,3.67e-05,0.939,0.0852,0.263,102.961,268333,4,38,False,['Interpol'],0
1860,0.529,0.746,8,-4.463,1,0.304,0.22,1.6e-05,0.0947,0.608,83.354,189893,4,50,True,['Pusha T'],0
1861,0.557,0.826,10,-4.545,0,0.0394,0.000692,0.188,0.0914,0.632,164.01,257467,4,59,False,['Muse'],0
1862,0.269,0.62,4,-15.745,0,0.142,0.495,0.601,0.273,0.214,108.716,67198,3,34,True,['GoldLink'],0
1863,0.533,0.834,9,-5.454,0,0.0414,0.00844,0.0,0.41,0.797,104.099,230020,4,43,False,['Les Cowboys Fringants'],0
1864,0.52,0.827,2,-4.761,1,0.0282,0.000413,0.444,0.264,0.775,125.343,208741,4,0,False,['Allah-Las'],0
1865,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3,52,False,"['Arvo Pärt', 'Vladimir Spivakov', 'Sergej Bezrodny']",0
1866,0.167,0.0316,4,-25.022,1,0.0454,0.587,0.22,0.187,0.0329,112.263,352978,3,28,False,"['John Zorn', 'Camerata Bern', 'Patricia Kopatchinskaja']",0
1867,0.639,0.813,7,-9.194,1,0.0303,0.00286,0.897,0.0678,0.81,134.979,161907,4,1,False,['Daniel Pemberton'],0
1868,0.359,0.106,10,-16.026,0,0.0433,0.511,0.833,0.12,0.0853,111.217,110440,3,0,False,['Michael Giacchino'],0
1869,0.706,0.322,8,-11.434,1,0.214,0.404,0.892,0.076,0.912,164.209,84353,4,53,False,"['Made in M', 'Walterwarm']",0
1870,0.701,0.528,2,-3.911,1,0.474,0.461,0.0,0.229,0.634,159.975,132075,4,38,True,['Russ'],0
1871,0.8,0.683,7,-8.328,1,0.101,0.179,0.0,0.138,0.656,105.997,183197,4,38,False,['Little Simz'],0
1872,0.468,0.266,0,-11.121,1,0.13,0.348,9.55e-06,0.209,0.222,153.294,368036,4,59,False,"['Drake', 'PARTYNEXTDOOR']",0
1873,0.565,0.919,4,-3.428,0,0.275,0.266,0.0,0.301,0.734,187.947,340679,4,38,False,['Orloge Simard'],0
1874,0.558,0.371,9,-10.147,0,0.0327,0.493,0.00393,0.0861,0.166,112.146,233853,4,9,False,['Emilie Clepper'],0
1875,0.63,0.704,8,-11.062,1,0.0368,0.00349,0.712,0.0738,0.814,125.123,357800,4,12,False,['Les Difficiles de Petion-Ville'],0
1876,0.586,0.807,11,-5.846,0,0.302,0.461,8.72e-05,0.117,0.77,130.455,210663,5,54,False,['IDK'],0
1877,0.567,0.629,11,-6.075,0,0.241,0.421,0.0,0.102,0.289,112.087,160133,5,65,True,['Doja Cat'],0
1878,0.704,0.543,6,-14.042,0,0.72,0.0159,0.0,0.0961,0.206,101.033,167506,5,48,True,['Ameer Vann'],0
1879,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,4,78,True,['The Weeknd'],0
1880,0.632,0.39,9,-16.784,0,0.343,0.33,0.0,0.0923,0.728,149.826,168864,4,55,True,"['Rexx Life Raj', 'Kenny Beats']",0
1881,0.549,0.486,1,-8.333,1,0.283,0.203,0.0,0.112,0.108,141.901,333551,4,47,True,['Guapdad 4000'],0
1882,0.743,0.632,2,-8.456,1,0.0426,0.162,0.00304,0.14,0.614,137.964,179130,4,41,True,"['K. Roosevelt', 'Amir Obe']",0
1883,0.614,0.54,0,-6.128,1,0.385,0.369,0.0,0.0707,0.486,78.734,171000,4,51,False,"['TOBi', 'Harrison']",0
1884,0.66,0.65,5,-8.186,1,0.119,0.0544,0.0,0.21,0.3,168.427,183006,4,0,True,['Childish Major'],0
1885,0.81,0.644,5,-7.828,0,0.158,0.00802,1.98e-05,0.106,0.255,139.961,158684,4,53,False,"['Smoke Dza', 'Buddy']",0
1886,0.868,0.53,10,-4.81,1,0.236,0.0409,0.00173,0.104,0.263,142.985,175440,4,48,True,"['Valee', 'Calboy']",0
1887,0.87,0.76,9,-7.157,1,0.152,0.541,0.0,0.108,0.751,124.973,142182,4,54,True,['BROCKHAMPTON'],0
1888,0.805,0.406,5,-11.397,1,0.207,0.313,1.04e-06,0.209,0.49,102.03,209080,1,39,True,['Doley Bernays'],0
1889,0.507,0.545,2,-7.209,1,0.43,0.25,0.0,0.239,0.392,78.461,194613,4,54,True,"['Dreamville', 'EARTHGANG']",0
1890,0.844,0.661,5,-6.543,0,0.0526,0.128,0.0165,0.156,0.565,123.998,198320,4,42,False,['Pascal Junior'],0
1891,0.759,0.677,7,-9.532,0,0.0914,0.571,0.000971,0.0651,0.369,122.021,214426,4,37,False,['Pascal Junior'],0
1892,0.758,0.584,5,-6.129,1,0.0418,0.479,2.93e-05,0.444,0.295,122.002,176803,4,37,False,['Pascal Junior'],0
1893,0.861,0.596,1,-6.723,1,0.0773,0.0354,0.0495,0.365,0.728,124.031,195000,4,31,False,['Pascal Junior'],0
1894,0.836,0.616,6,-6.336,0,0.0387,0.188,0.000564,0.117,0.609,123.991,190161,4,34,False,['Pascal Junior'],0
1895,0.467,0.815,0,-5.333,0,0.119,0.341,9.43e-06,0.247,0.238,87.388,171762,4,33,False,['Pascal Junior'],0
1896,0.733,0.633,8,-7.353,1,0.0533,0.186,0.0039,0.272,0.395,123.882,159677,4,60,False,['Pascal Junior'],0
1897,0.599,0.537,0,-9.617,1,0.0254,0.594,1.92e-05,0.194,0.946,84.895,230453,4,53,False,['The Beatles'],0
1898,0.686,0.66,9,-6.488,0,0.0374,0.00468,0.0037,0.355,0.527,93.501,248865,4,46,False,['HONNE'],0
1899,0.78,0.444,1,-7.732,1,0.0941,0.0212,0.685,0.058,0.465,129.84,259173,3,50,False,"['Conducta', 'Sammy Virji']",0
1900,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080,4,76,True,"['Mac Miller', 'Miguel']",0
1901,0.77,0.426,5,-5.717,0,0.0473,0.0116,0.0,0.273,0.523,102.056,163133,4,60,True,"['Ty Dolla $ign', 'YG']",0
1902,0.345,0.583,7,-10.211,0,0.0381,0.449,0.00035,0.337,0.701,159.127,188800,4,3,False,['Octobre'],0
1903,0.505,0.281,2,-12.404,1,0.1,0.57,0.000254,0.163,0.283,82.338,168420,4,65,False,"['Kanye West', 'Ant Clemons']",0
1904,0.592,0.705,1,-10.276,0,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,215400,4,63,False,['Paul Simon'],0
1905,0.74,0.771,5,-4.7,1,0.122,0.379,0.0,0.0889,0.824,100.019,263027,4,49,False,['Tekno'],0
1906,0.795,0.386,5,-10.093,0,0.157,0.59,2.65e-06,0.0923,0.196,98.969,329693,4,53,False,"['Xavier Omär', 'Sango', 'Wale', 'VanJess']",0
1907,0.305,0.0826,4,-21.086,0,0.0389,0.855,0.78,0.109,0.0345,84.524,549080,4,54,False,['Talk Talk'],0
1908,0.56,0.805,10,-4.654,0,0.238,0.0175,6.6e-06,0.235,0.527,85.063,266213,4,0,True,"['Kanye West', 'Mos Def', 'Freeway', 'The Boys Choir Of Harlem']",0
1909,0.724,0.456,0,-10.587,1,0.0748,0.412,0.0928,0.198,0.32,127.521,138533,4,33,False,['The Beatles'],0
1910,0.78,0.467,5,-15.31,0,0.573,0.996,0.703,0.518,0.557,95.154,70280,4,38,True,['OutKast'],0
1911,0.368,0.556,0,-8.496,0,0.268,0.236,0.000467,0.0558,0.436,176.107,235113,4,29,False,"['Little Simz', 'SiR']",0
1912,0.459,0.962,2,-10.653,1,0.0485,0.00218,0.0503,0.188,0.307,134.139,193507,4,47,False,['Red Hot Chili Peppers'],0
1913,0.67,0.572,4,-7.312,0,0.0415,0.647,4.72e-06,0.104,0.259,132.98,268933,4,64,True,['Post Malone'],0
1914,0.583,0.654,2,-6.456,0,0.395,0.605,0.0,0.103,0.376,97.492,200774,5,43,True,"['GoldLink', 'Ciscero']",0
1915,0.538,0.572,6,-7.133,0,0.0504,0.117,0.0,0.597,0.393,73.933,209613,4,21,False,['Illa J'],0
1916,0.445,0.724,4,-6.154,1,0.0256,0.0022,0.000328,0.0628,0.655,99.548,255553,4,50,False,['Sugar Candy Mountain'],0
1917,0.529,0.644,5,-7.383,1,0.069,0.18,0.188,0.493,0.0682,57.107,188971,4,60,False,['HOMESHAKE'],0
1918,0.242,0.764,7,-7.095,0,0.0825,0.0664,0.00521,0.173,0.0956,203.87,290000,3,46,False,['Jadu Heart'],0
1919,0.691,0.679,9,-7.608,1,0.0243,0.224,0.0,0.153,0.905,96.434,174267,4,20,False,['Albert Babin'],0
1920,0.414,0.417,2,-8.087,1,0.0392,0.689,0.0,0.125,0.569,199.666,252173,4,7,False,['Geneviève Jodoin'],0
1921,0.339,0.332,0,-8.486,1,0.0309,0.864,0.00124,0.125,0.383,144.305,179413,4,33,False,['Beyries'],0
1922,0.682,0.547,9,-7.9,1,0.0633,0.462,9.13e-05,0.167,0.114,99.975,235213,4,56,True,['BROCKHAMPTON'],0
1923,0.594,0.454,5,-8.757,1,0.0473,0.0392,0.000954,0.32,0.28,75.012,295000,4,53,True,['BROCKHAMPTON'],0
1924,0.601,0.847,7,-8.252,1,0.0581,0.00159,0.000362,0.464,0.598,81.994,180209,4,24,False,['ROMES'],0
1925,0.515,0.822,5,-7.381,1,0.0464,0.102,0.0,0.193,0.452,133.905,247025,4,46,False,['Les Cowboys Fringants'],0
1926,0.504,0.444,7,-8.96,1,0.0301,0.731,0.805,0.0896,0.337,146.435,274507,4,53,False,['Volcano Choir'],0
1927,0.325,0.00722,10,-26.397,1,0.0472,0.966,1.03e-05,0.11,0.065,107.448,295274,4,39,False,['James Blake'],0
1928,0.169,0.424,9,-8.871,1,0.0586,0.988,0.664,0.0648,0.0777,50.57,241987,4,48,False,['Justin Vernon'],0
1929,0.589,0.177,3,-14.891,1,0.0325,0.977,0.714,0.0958,0.311,88.409,161680,4,64,False,['José González'],0
1930,0.529,0.406,5,-12.661,1,0.0304,0.863,0.00485,0.148,0.497,153.822,323827,4,50,False,['DeYarmond Edison'],0
1931,0.381,0.149,0,-14.52,1,0.0548,0.893,4.4e-06,0.501,0.305,80.903,188212,3,36,False,['Eden Project'],0
1932,0.703,0.327,2,-7.932,1,0.0489,0.592,0.292,0.112,0.128,149.742,187424,4,54,False,['Oh Wonder'],0
1933,0.201,0.537,6,-7.513,1,0.0389,0.299,3.71e-05,0.121,0.157,57.281,261663,4,35,False,['Crywolf'],0
1934,0.749,0.375,4,-7.573,1,0.0383,0.773,0.482,0.112,0.301,135.24,214201,4,56,False,['rei brown'],0
1935,0.574,0.581,9,-7.99,0,0.0387,0.109,0.00037,0.146,0.304,76.982,208262,4,53,True,['XYLØ'],0
1936,0.761,0.252,0,-11.605,1,0.0452,0.705,0.926,0.199,0.44,76.346,251367,4,47,False,['Vulfpeck'],0
1937,0.67,0.7,1,-7.893,1,0.196,0.576,5.34e-06,0.226,0.648,69.986,160293,4,65,True,['Kendrick Lamar'],0
1938,0.813,0.796,2,-8.545,0,0.308,0.203,0.0,0.257,0.871,81.328,50653,4,49,True,"['Dr. Dre', 'Traci Nelson', 'Ms. Roq', 'Eddie Griffin']",0
1939,0.715,0.573,5,-5.047,1,0.0671,0.121,0.0,0.0956,0.269,95.016,194147,4,24,False,['Theophilus London'],0
1940,0.867,0.669,7,-8.256,1,0.148,0.0499,0.000467,0.112,0.599,125.006,171187,4,27,True,['Theophilus London'],0
1941,0.748,0.888,9,-4.077,1,0.269,0.00717,0.0,0.242,0.45,112.035,150920,4,31,True,"['Theophilus London', 'Jesse Boykins III']",0
1942,0.598,0.726,7,-5.62,1,0.0985,0.241,1.12e-05,0.0739,0.585,168.013,218987,4,29,False,['Theophilus London'],0
1943,0.677,0.421,9,-9.482,1,0.0471,0.147,0.0841,0.083,0.586,139.991,162867,4,25,False,"['Theophilus London', 'Soko']",0
1944,0.747,0.74,1,-4.276,1,0.121,0.106,5.03e-05,0.144,0.822,124.069,220027,5,22,True,['Theophilus London'],0
1945,0.735,0.781,0,-6.47,1,0.0448,0.181,0.0,0.491,0.498,130.064,203573,4,23,False,"['Theophilus London', 'Leon Ware']",0
1946,0.744,0.54,2,-7.487,1,0.0412,0.491,0.0,0.087,0.417,144.074,247373,4,22,True,"['Theophilus London', 'Devonté Hynes', ""Force M.D.'s""]",0
1947,0.619,0.691,8,-8.898,1,0.0417,0.141,0.0539,0.283,0.275,141.97,117249,4,13,False,['Little Simz'],0
1948,0.62,0.515,4,-8.174,0,0.172,0.505,6.5e-05,0.103,0.375,73.997,238400,4,60,True,['Lewis Del Mar'],0
1949,0.403,0.883,2,-6.054,1,0.0745,8.44e-05,0.65,0.126,0.078,141.945,181373,4,53,False,['The Strokes'],0
1950,0.737,0.745,9,-5.944,1,0.0351,0.0176,0.381,0.306,0.629,115.989,222360,4,58,False,['The Strokes'],0
1951,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391,4,68,False,['The Strokes'],0
1952,0.406,0.682,7,-6.281,1,0.0584,0.000413,0.849,0.0999,0.623,82.495,223980,4,61,False,['The Strokes'],0
1953,0.522,0.853,0,-7.66,1,0.0362,0.071,2.82e-05,0.343,0.455,107.943,210559,4,54,False,['The Strokes'],0
1954,0.502,0.691,9,-9.453,0,0.0311,0.00911,0.0149,0.133,0.629,143.926,202617,4,52,False,['The Strokes'],0
1955,0.429,0.924,2,-6.131,0,0.0406,0.000542,0.353,0.104,0.484,154.104,195233,4,54,False,['The Strokes'],0
1956,0.607,0.81,0,-8.797,1,0.0274,0.0728,2.66e-05,0.379,0.934,145.055,156800,4,0,False,['Manu Chao'],0
1957,0.573,0.871,4,-4.859,0,0.0423,0.034,0.00359,0.652,0.642,150.018,114813,4,0,False,['Manu Chao'],0
1958,0.599,0.628,5,-9.286,1,0.0316,0.0365,0.00224,0.35,0.514,130.032,247680,4,0,False,['Manu Chao'],0
1959,0.423,0.935,5,-6.309,0,0.0522,0.000129,0.95,0.751,0.97,168.009,106013,4,0,False,['Manu Chao'],0
1960,0.661,0.843,5,-13.849,1,0.0444,0.218,0.942,0.171,0.376,129.944,68053,4,0,False,['Manu Chao'],0
1961,0.724,0.387,5,-8.848,0,0.145,0.875,0.969,0.127,0.91,127.931,235166,4,15,False,['Dur-Dur Band'],0
1962,0.608,0.709,7,-6.175,1,0.374,0.119,0.0,0.337,0.709,105.742,272069,4,61,False,"['Beyoncé', 'JAY-Z', 'Childish Gambino', 'Oumou Sangaré']",0
1963,0.403,0.784,2,-7.584,0,0.171,0.187,0.00177,0.165,0.275,179.427,266253,3,37,True,"['JAY-Z', 'Kanye West', 'Beyoncé']",0
1964,0.636,0.93,2,-5.179,1,0.364,0.0128,3.7e-06,0.18,0.325,92.899,174133,4,54,True,"['JAY-Z', 'Kanye West']",0
1965,0.478,0.976,9,-1.228,0,0.35,0.346,0.0,0.721,0.253,95.408,243973,4,44,True,"['JAY-Z', 'Luke Steele']",0
1966,0.569,0.869,3,-5.432,0,0.217,0.0342,0.0,0.0718,0.492,86.62,256387,4,54,True,['JAY-Z'],0
1967,0.531,0.973,1,-1.497,1,0.323,0.13,0.0,0.353,0.515,86.221,252613,4,48,True,"['JAY-Z', 'Jeezy']",0
1968,0.787,0.534,1,-7.654,1,0.308,0.348,0.0,0.102,0.282,126.995,218853,4,56,True,"['Lacrim', 'Damso']",0
1969,0.647,0.794,9,-6.289,1,0.0648,0.712,0.48,0.221,0.583,86.557,148240,4,24,False,['Toots & The Maytals'],0
1970,0.723,0.827,5,-4.956,0,0.0997,0.142,0.0,0.0911,0.405,85.006,256000,4,0,False,['Demi-Portion'],0
1971,0.609,0.806,11,-5.421,0,0.109,0.0965,0.0259,0.0932,0.326,127.959,195000,4,13,False,['Venemy'],0
1972,0.786,0.358,5,-14.089,0,0.0344,0.828,0.737,0.167,0.541,123.986,363613,4,39,False,['Noir Désir'],0
1973,0.839,0.658,2,-5.515,0,0.045,0.252,0.0202,0.149,0.818,147.005,197360,4,60,False,['Masego'],0
1974,0.85,0.273,7,-11.567,0,0.278,0.052,2.22e-06,0.104,0.572,116.894,240000,4,64,True,"['SiR', 'Masego']",0
1975,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,93,False,['Billie Eilish'],0
1976,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,93,False,['Billie Eilish'],0
1977,0.737,0.404,9,-9.733,1,0.0774,0.377,0.0,0.223,0.874,59.53,244034,4,15,False,"['Krisy', 'Cloé Mailly']",0
1978,0.845,0.5,5,-8.716,1,0.0815,0.676,0.0,0.0912,0.412,119.916,231915,4,56,True,"['Gato', 'Booba']",0
1979,0.896,0.216,0,-13.063,0,0.105,0.00848,0.0,0.118,0.129,125.984,198095,4,40,False,['Retro X'],0
1980,0.888,0.376,0,-12.401,1,0.0651,0.0185,0.0878,0.0738,0.558,116.993,194773,4,37,False,"['Myth Syzer', 'Oklou']",0
